index,ID_General,Piattaforma,User,Lavoro,Settore,Utilizzo_software,ValutazioneComplessiva,Facilita_d_uso,Caratteristiche_funzionalita,Assistenza_Clienti,Rapporto_Qualita_prezzo,Consigliato,titoloReview,Commenti,Data_Recensione,Vantaggi,Inconvenienti
5574,5574 Asana,Asana,Ashley M.,Account Specialist,Financial Services,2+ years,5,5,5,4,4,9,“Awesome for Project Management”,Overall: I have used it for over a year now with no complaints,19/11/2019,"Pros: I like how you can create lists and easily identify what needs to be accomplished, this helps tons with my 1:1's with my manager","Cons: It can be glitchy at times, however, for the most part, it is fully functional. I think this can be easily fixed and still use the platform with ease."
5575,5575 Asana,Asana,Marissa W.,Director of Digital Marketing,Leisure,2+ years,4,5,4,,,8,“Useful for content/digital marketing”,,12/12/2018,,Cons: I wish it was easier to see a specific user's to-do list.
5576,5576 Asana,Asana,Verified Reviewer,,Non-Profit Organization Management,2+ years,4,4,4,,,8,“Good but with some small annoyances”,Overall: I really enjoyed it in the beigingin but have lost steam with it.,28/8/2018,"Pros: I like that this software allows me to utilize lists and make assignments of different, categorized tasks. You can put things under projects and categories.","Cons: Some processes, like assigning more than one owner to something are painful. In this case, the task is duplicated, making for a messy platform and the need to update multiple tasks if something changes."
5577,5577 Asana,Asana,Miranda S.,Recruiting Coordinator Lead,Internet,2+ years,4,5,5,,,7,“Asana for project management rocks”,,23/10/2018,,"Cons: I like that Asana is working to integrate with other apps, sometimes I don't like having to go to another tool for managing a project."
5578,5578 Asana,Asana,Verified Reviewer,,Retail,2+ years,5,5,5,5,5,10,“Best App for Organizing a Team”,Overall: Great! We love Asana and use it everyday to make sure tasks are completed. It is fantastic,16/11/2019,"Pros: That you can share your lists with others, and they update real time. Very convenient and it has greatly helped several departments.",Cons: Sometimes setting up the repeat options can be a little confusing but once you have it figured out it isn't a problem.
5579,5579 Asana,Asana,Verified Reviewer,,Transportation/Trucking/Railroad,2+ years,5,5,5,,5,9,“Productivity on Steroids”,,5/12/2018,,"Cons: I've had it crash on me once or twice, but honestly, for the price...worth it."
5580,5580 Asana,Asana,Charles A.,Founder,Investment Management,2+ years,5,5,5,,,9,“Asana for ”,"Overall: We have had a great experience from initial development to ongoing needs, including product requirements documents we add during our process.",22/8/2018,Pros: It is very user friendly and easy to communicate with our team,Cons: Alerts outside of the system would help but not extremely necessary.
5581,5581 Asana,Asana,Ty M.,Owner,Music,2+ years,5,5,5,5,5,10,“Asana organizes my brain!”,Overall: Asana keeps track of every area of my business so I can focus on the most important tasks at hand... I no longer worry about forgetting important tasks.,17/10/2018,Pros: I've tried a ton of planning software options. Asana was easy to setup and even easier to use,Cons: None yet. Just wish I would have found it sooner...
5582,5582 Asana,Asana,Adam A.,Head Of strategy,Marketing and Advertising,2+ years,5,5,5,5,5,10,“It's become the backbone of our organisation”,,13/11/2019,,Cons: Has a bit of a learning curve and the timelines tool could move better between the list and board function but overall it's very good
5583,5583 Asana,Asana,Dayne T.,Content Strategist,Computer Software,2+ years,5,5,4,4,5,9,“Best in the Business! ”,Overall: I wouldn't recommend anything else for project management,5/12/2018,Pros: Ease of use was exceptional. Brilliant user interface and functionality was on point,Cons: It can take a little while for a user to become familiar and really master the tool. Very robust fucntionality!
5584,5584 Asana,Asana,Verified Reviewer,,Religious Institutions,2+ years,4,4,4,,,8,“Great for Collaboration”,"Overall: Asana has been great! I love being able to see all the tasks, and just my tasks. I like that you can attach documents and photos. It's been really helpful for our team as we have a variety of users that work remotely, but with Asana, we're still connected",2/8/2018,"Pros: Great at bringing remote teams together, online access, and easy to use","Cons: It can become time consuming setting all the tasks up and maintaining what you've created, but this can be said for any project management system."
5585,5585 Asana,Asana,Verified Reviewer,,Higher Education,2+ years,5,5,5,,,8,“Asana- a powerful project management tool”,Overall: Asana has been beneficial in keeping our projects on track. The inclusion of tasks and sub-tasks make it very easy to break down the project goals into small deliverables.,9/10/2018,Pros: The tagging feature along with dividing tasks into sub tasks in Asana is extremely helpful.,Cons: A new section with headings font cannot be added without a colon.
5586,5586 Asana,Asana,arzun p.,SMO Expert,Marketing and Advertising,2+ years,5,5,5,5,5,9,“Project Management Made Easy”,"Overall: I just love the name Asana, it has made my work easier, faster and more productive. It is one of the best tools that I use in my day to day work life and I've recommended as well.",30/10/2019,Pros: It has all tools to communicate with your team. Reminders. To-Dos. Set Deadlines. Reports. Notification - you can't miss anything. Track all your tasks. Integrate with Gmail and other tools.,Cons: So far I have not found any drawback alike other project management tool this tool has got have everything to impress me and I use it on daily basis.
5587,5587 Asana,Asana,Verified Reviewer,,Leisure,2+ years,3,4,4,3,3,8,“Asana review”,Overall: This is a very useful tool for viewing tasks and planning ahead day to day.,4/12/2018,Pros: This is very easy to access wherever I am by using my web browser and the app. It allows me to add tasks for others easily and I can see tasks for myself. I also like the fact you can upload files for others to see easily and not have to send the files via email.,Cons: I find it difficult to view other colleagues tasks that are not on my list and struggle to navigate through others tasks.
5588,5588 Asana,Asana,Verified Reviewer,,Financial Services,2+ years,4,4,4,3,,5,“Good project management tool”,,31/7/2018,,"Cons: When there are many conversations going on for one project, I'd like to highlight a lower level of project topics for one large project."
5589,5589 Asana,Asana,Verified Reviewer,,Civic & Social Organization,2+ years,4,4,3,2,,7,“Asana's collaboration features are great--too bad it's not as flexible as other to-do apps”,,8/10/2018,,"Cons: The custom search, which you can use to make saved reports, is a crippled and oversimplistic query interface that doesn't support Boolean logic."
5590,5590 Asana,Asana,Anupriya G.,Sr Manager,Marketing and Advertising,2+ years,4,4,4,,,6,“A project management tool that works”,Overall: It can enhance collaboration and actually over time you will see the use of emails going down,28/10/2019,Pros: It is a good tool for managing projects especially with distributed global teams which is easy to use. some of the really cool features are: - Integration with Adobe Creative Cloud - Ability to create custom fields and lock them - Provisioning for users and giving them access - Data can be easily exported into other mediums - You can see Gantt charts/Timelines/dashboards/status and metrics on the board itself,Cons: The free version of Asana comes with very little features - for more features one needs either Premium/Business that may be expensive depending on the size of the company
5591,5591 Asana,Asana,Verified Reviewer,,Management Consulting,2+ years,4,5,3,3,5,8,“Decent Project Management tool”,Overall: Generally okay as it is cost effective,4/12/2018,Pros: Ease to collaborate with people outside your organization,Cons: The interface can be confusing and one can easily move a sprint to another project. This flexibility can be good but can lead to mistakes as well
5592,5592 Asana,Asana,Verified Reviewer,,Unspecified,2+ years,4,5,4,5,5,9,“Best Project Management Software”,Overall: It is being used for task management.,25/7/2018,Pros: It is one of the best project management software out there in the market. It helps us in managing the tasks easily when multiples projects are being done simultaneously. It is fast and responsive as well.,Cons: It is difficult to configure notifications when a high number of notifications are present. No offline capabilities. Mobile app requires further improvement.
5593,5593 Asana,Asana,Lisa C.,Project Manager,Marketing and Advertising,2+ years,4,3,4,,,7,“Good for the money”,,3/10/2018,,Cons: Don't like that anyone can make tasks I wish it had more stucture for admin privileges.
5594,5594 Asana,Asana,Jake C.,ecommerce analyst,Internet,2+ years,5,5,5,5,5,10,“Excellent Organizational Tool!”,"Overall: Great software, well designed, has been excellent for our team. It's inspiring, the opposite of the dull Jira.",25/10/2019,"Pros: Asana is amazing for organizing our team's work. It allows you to save time - and time is money. Asana allows us to get more work done in a timely manner. Real-time progress monitoring is an excellent tool for our managers. It's very well designed and it looks great. This is nice after using Jira, which does not look good in any way. It's nice to have the accompanying app, I find it very useful for when I'm at home.","Cons: Jira has a few functions that Asana does not have, and I miss those a bit, but it's not a deal-breaker. I'd like to have more functionality to be able to set priority level/filter by priority, as well as be able to see calendar for every possible task across all projects - that would save a lot of time."
5595,5595 Asana,Asana,Verified Reviewer,,Internet,2+ years,4,4,5,,,8,“Asana in a Work Enviroment”,,28/11/2018,,"Cons: It can be a little tricky sometimes, the tutorials are well made but when you are using the software it's not that simple and can be somewaht confusing but not too much, I really don't like that I can't upload and image with a caption, and if it's posisble to do it I can't find how to."
5596,5596 Asana,Asana,Ken M.,"Manager, Educational Programs",Music,2+ years,5,5,5,,,9,"“New to Asana, but loving it!”",Overall: Easy and beautiful task organization.,24/7/2018,Pros: I just recently started utilizing Asana to help prioritize tasks among many different open projects. The layouts are beautiful and very easy to set up and manage. I'm looking forward to continuing use. No longer will I forget the little tasks,Cons: No native Mac app! This isn't so much a con as a wish - I would love an Asana/Slack app to centralize my workstation!
5597,5597 Asana,Asana,Verified Reviewer,,Environmental Services,2+ years,4,2,3,,,5,"“Tried it a while back, maybe better now?”","Overall: I'd like to try using it again to see if updates have made it a more user friendly system - especially when managing large projects with lots of tasks, people and moving parts.",3/10/2018,Pros: I liked the ability to add people to teams and assign tasks. I liked it from the management side for managing the groups.,"Cons: I was trying to use this with college students and faculty working on projects for local agencies and the students just couldn't get the hang of it, nor faculty. I think it was just one more thing for them to deal with and learn. Additionally, it became confusing for the partners. People didn't check it or didn't know they had tasks, didn't know how to mark things off, etc."
5598,5598 Asana,Asana,Erica M.,Administrative Assistant,Non-Profit Organization Management,2+ years,5,5,5,5,5,10,“Project Management made easy!”,"Overall: Asana is great for projects with more than two people! It allows everyone to be ""in the know"" and even has reminders and allows attachments. It's an all around great tool",24/10/2019,Pros: I loved the ease of all progress being on one central location. This really helped with switching association management platforms.,Cons: No major complaints other than the free version being limited.
5599,5599 Asana,Asana,Marcos M.,Researcher,Research,2+ years,4,4,4,,,7,“May well be the right app for the job!”,"Overall: I was looking for a way to manage a team in a not-so-simple project, and made it with Asana",20/11/2018,Pros: The way that the simplicity of the interface allows for an intuitive and effortless use of all the platform functionalities.,Cons: Found the task viewer a little bit limited.
5600,5600 Asana,Asana,John T.,Project Manager,Pharmaceuticals,2+ years,4,4,4,5,4,7,“Task management was easier than ever before!”,,14/7/2018,,"Cons: A major drawback that has been spotted is the projection of one's task together when multiple Workspaces are used. Also, the permanent life of the chosen format drives the user insane if the person wishes to bring about last minute changes. Too many reminders have proven to shake the very conscience of the user."
5601,5601 Asana,Asana,Verified Reviewer,,Information Services,2+ years,5,5,5,5,5,10,“Excellent project manager and project”,,22/9/2018,,"Cons: Keyboard shortcuts are not easy to learn, it costs a bit at first"
5602,5602 Asana,Asana,Heiko T.,Head of Marketing,Computer Software,2+ years,5,5,4,,,8,“Plan workflows with ease”,,9/10/2019,,"Cons: The visual appearance of the interface is not the most exciting one, but it does the job."
5603,5603 Asana,Asana,vamsi c.,Sales Development Representative,Market Research,2+ years,5,4,4,,,8,“Daily Tasks and Activities = NULL with out Asana”,,19/11/2018,,"Cons: None found till now. Once you start using this, it's harder to move to another platform(Btw this is not a cons)"
5604,5604 Asana,Asana,Cru M.,VP Digital Marketing,Marketing and Advertising,2+ years,5,5,5,5,5,9,"“Helps our team organize, track, and manage their work.”","Overall: Asana allows our team to organize, track, and manage their work. This makes managing our day to day activities much easier. I highly recommend this software.",12/7/2018,Pros: The simplicity that is involved with organizing our information to track and manage our work. Every employee we have has used it and have not run into many issues.,"Cons: That we were having a rough time integrating our CRM at first, but overall it is doing the job we need it for."
5605,5605 Asana,Asana,Darshan P.,Designated Hitter,Retail,2+ years,4,3,4,4,3,8,“Best for Project management”,,19/9/2018,,Cons: the sticky notes feature on the whiteboard is confusing. Was confused on how to edit the sticky note after you create one and save it. There was no option to edit the stick note once you have saved it. Andriod app doesn't have all functions that are online. Only basic options on Andiod than website.
5606,5606 Asana,Asana,Robbie B.,Social Media Manager,Marketing and Advertising,2+ years,5,5,5,,,10,“Asana Review”,Overall: I use Asana for project management on a number of SMB media clients,3/10/2019,"Pros: Asana is great -- in terms of project management tools/software, I've never used anything that was so simple and intuitive. I also like the ability to see into tasks under the same project not assigned to me for broader context/visibility. The mobile app is also really nice.","Cons: This is so specific, but there's a default setting for recurring tasks that creates the next occurrence from the day the first was completed rather than keeping you on schedule. It can be changed, though."
5607,5607 Asana,Asana,Verified Reviewer,,Computer Software,2+ years,5,5,5,,5,8,“Good product”,,15/11/2018,,"Cons: When I connected it to my Slack I was inundated with notifications, so much so that I deleted the integration because it was too annoying."
5608,5608 Asana,Asana,Verified Reviewer,,Unspecified,2+ years,5,5,4,4,4,10,“Asana is a great project management system!”,,12/7/2018,,Cons: I can't think of any cons for Asana! It's one of my favorite project management systems. You can't go wrong with it
5609,5609 Asana,Asana,Jordan C.,Digital Marketing Specialist,Construction,2+ years,5,4,5,5,5,9,“Asana is good for teams”,,7/9/2018,,Cons: I think the hardest thing was getting everyone on board and using it consistently.
5610,5610 Asana,Asana,Verified Reviewer,,Legal Services,2+ years,4,4,4,,5,9,“Asana User”,Overall:,30/9/2019,Pros: I liked most the assignment of tasks; tasks notifications; and communicating project updates within the software.,"Cons: Although tasks notifications pop up from within the phone app, it would be good if our project deadlines could sync to our calendars too."
5611,5611 Asana,Asana,Terry Ann T.,Recruiting Supervisor,Human Resources,2+ years,4,3,4,3,,7,“Asana Review”,Overall: We use this for group projects. This works great because you can assign tasks to different users and you can assign others to that task. This application is a great tool to use for a large group. And the mobile app is very user friendly.,8/11/2018,"Pros: Once a task is assigned to you an email is sent to you, it there is a change on the task you are notified by email.","Cons: It is one more application to sign into, it cannot be attached to existing applications."
5612,5612 Asana,Asana,Javier T.,CEO,Machinery,2+ years,5,5,5,5,5,8,“very useful”,,10/7/2018,,"Cons: I don't have any CONS comment on Asana, it is a very useful tool, and has the capability to grow with us."
5613,5613 Asana,Asana,Andrew D.,Affiliate/Marketing Manager,Internet,2+ years,4,3,4,1,4,7,“easy project management”,,6/9/2018,,"Cons: To many notifications, my email box gets slammed with asana notifications."
5614,5614 Asana,Asana,Jeremy C.,Freelance Videographer,Photography,2+ years,5,5,5,5,5,10,“Asana Review”,Overall: Asana allows me as a freelance videographer to stay in the loop with what's going on in any project I'm working on.,25/9/2019,Pros: Asana makes it very simple to keep track of project progress and tasks. It allows you to worry less about where a project is at in the process.,Cons: Overall Asana is a great platform to use. There really isn't any negative feedback that I have to provide.
5615,5615 Asana,Asana,Michelle S.,Graphic Designer,Computer Software,2+ years,4,4,4,,,5,“Works fine ”,,8/11/2018,,Cons: It's easy to forget to use it because it works as if you write a list of things you need to do and then you check them complete. I tend to just write things down instead of using my computer to keep tasks in order.
5616,5616 Asana,Asana,Tumal K.,Project Manager,Mechanical or Industrial Engineering,2+ years,5,4,5,5,,8,“Great project management tool ”,,9/7/2018,,"Cons: I had issues with calendar integration for due dates and the notifications. Furthermore, the Asana mobile app isn't that stable and had some trouble navigating."
5617,5617 Asana,Asana,Bree M.,Jr. Project Manager,Marketing and Advertising,2+ years,5,5,4,,,7,“Good for task tracking and to do lists”,,29/8/2018,,Cons: I don't like the amount of emails and updates sent-- but I'm pretty sure there's a setting to fix that
5618,5618 Asana,Asana,Verified Reviewer,,Retail,2+ years,5,5,5,4,,10,“Perfect solution for a lot of moving parts”,Overall: Asana can shape itself to fit each individual's need. I especially like the calendar view for task management.,25/9/2019,"Pros: My team sampled many project management tools, and landed on Asana. Even the free version is perfect for our team's workflow.","Cons: The Gmail plugin is lacking. I need to see my whole task list, but their current plug in leaves a lot to be desired."
5619,5619 Asana,Asana,DEVY M.,Account Manager,Medical Devices,2+ years,5,5,5,5,4,10,“I just love it!! Makes my life easier because I can get in contact with my collaborators all time. ”,"Overall: It is easier to use, I can explain exactly why I need in every task and my collaborators have the instructions on hand so they can check if they any reminder and all of us are aware when we need it to be done so our costumers are satisfied with our job.",7/11/2018,"Pros: The fact that I don't need to be around all the time to schedule the tasks I need to be completed is a super plus, I can check wherever I am how is everything working and if everybody is doing what they are supposed to do to get the job done so I don't miss a dead line anymore.","Cons: Nothing at all, I just love it and definitely I will recommend to use it"
5620,5620 Asana,Asana,Verified Reviewer,,Unspecified,2+ years,5,4,5,,5,10,“manage your deadlines”,,1/7/2018,,"Cons: -It does not have a did not finish feature. -Notifications can get annoying, so yo need to be careful enough to not over plan or set up random dates as deadlines.. If you don't meet a deadline it doesn't automatically ask you to reschedule"
5621,5621 Asana,Asana,Verified Reviewer,,Education Management,2+ years,4,4,5,4,4,9,“Asana ”,Overall: There are little enjoyable features that make completing the projects very fun,15/8/2018,Pros: It helps keep multi-step projects organized in a clear and efficient way,"Cons: Occasionally can get a little bit confusing, the UI feels it needs to be learned before you can use the program in max efficiency"
5622,5622 Asana,Asana,Verified Reviewer,,Hospitality,2+ years,4,4,5,,4,10,“Asana for Workflow”,Overall:,24/9/2019,Pros: I love how easy it is to create and update a pipeline. It's also great for assigning tasks and completing tasks.,"Cons: It took a bit of a learning curve, but once I understood it, I was definitely a fan! Once you get the hang of it you'll be fine."
5623,5623 Asana,Asana,Solomon G. B.,Chief Copywriter,Marketing and Advertising,2+ years,5,2,5,,,6,“Good enough”,,30/10/2018,,Cons: I wouldn't recommend it to small enterprises as it's overwhelming with it's many features
5624,5624 Asana,Asana,Cody S.,System Architect,Unspecified,2+ years,4,4,3,4,,,“Overall Asana is a great project management tool for cloud collaboration”,,24/6/2018,,"Cons: One huge flaw is that when you make long-term template projects and share with other team member, it shows up in their ""my task"" list. This ends up causing confusion because people end up checking off completed tasks from the template list instead of the active project."
5625,5625 Asana,Asana,Verified Reviewer,,Venture Capital & Private Equity,2+ years,5,4,4,,,9,“another task management tool”,,15/8/2018,,Cons: - almost too many features - trello feels cleaner
5626,5626 Asana,Asana,Melissa B.,HR Director,Human Resources,2+ years,4,4,4,3,4,8,“Keep your projects easily organnized”,Overall: This is a great product that allows us to stay stress-free and keep projects aligned where we can all see where things are at.,18/9/2019,"Pros: Asana allows me and my teams to keep all of our day-to-day tasks easily organized and assigned to the correct people, departments, and companies. It is great for project management and staying organized.","Cons: I wish we were able to more easily integrate timekeeping programs into Asana. Aside from that, there aren't many things I can say that I don't like about this program."
5627,5627 Asana,Asana,Giulio G.,Front Office,11-50 employees,2+ years,5,4,5,,5,9,“A valid crew assistant for all needs to get things done.”,Overall: A very recommended software for your projects and business,23/10/2018,"Pros: Extremely customizable when you are working with sub-categories in each project area, intuitive interface that you can take with you to a practical app. In addition, the free version has no impact limitation in the workflow","Cons: Slightly complex, perhaps you need to use it in depth to be familiar. Sometimes the reminders do not work on android devices"
5628,5628 Asana,Asana,Orlando M.,Web Development Project Manager,Unspecified,2+ years,5,5,4,5,4,9,“Very easy to learn and use. Effective task management software! ”,,24/6/2018,,"Cons: Every time I create a new task and press 'Enter' on the keyboard as opposed to clicking the 'Create Task' button, an additional blank task is created. I then have to delete the extra task. That's an extra three clicks I have to do every time this happens."
5629,5629 Asana,Asana,Stephanie V.,Administrative Secretary,Primary/Secondary Education,2+ years,5,5,5,,,9,“Useful App”,,14/8/2018,,"Cons: It would be nice to have the ability to have comments seen more easily, like a button or something that would show comments all at once"
5630,5630 Asana,Asana,Verified Reviewer,,Hospital & Health Care,2+ years,5,4,5,4,4,9,“Perfect for task and project management”,Overall: If it was a little bit easier to get going it I really wouldnt have any complaints. Definitely worth a look.,13/9/2019,"Pros: It is really almost perfect for collaboration. If your job involves assigning tasks to team members, tracking them and following up on it then this is a great tool to use. It is also really flexible and we were able to customise it to work for our project with ease. I could designate tasks, keep track of the timeline and follow up with a few simple clicks. Notifications are built into the system and work well. Lastly the mobile app is well designed and lets you keep track of things on the go.",Cons: Getting started is a little daunting. There is almost too much information presented on the screen and it will take you a while to filter out and focus on the important things. It can really stand to be a little more user friendly.
5631,5631 Asana,Asana,jhon s.,Electronic Engineer,Entertainment,2+ years,4,5,4,3,3,8,“excellent tool”,,16/10/2018,,"Cons: as a negative point I have nothing to say, just add that at the level of improvements, both at the web and the app, it would be interesting to add more customizations, especially for free plans."
5632,5632 Asana,Asana,Verified Reviewer,,Unspecified,2+ years,4,5,3,,,7,“Simple but useful task manager platform”,,13/6/2018,,"Cons: It may not be enough for managing big teams, state, flow chart diagrams and so on. It is more like a simple tool."
5633,5633 Asana,Asana,Verified Reviewer,,Graphic Design,2+ years,4,4,4,,5,10,“Great way to keep track of jobs with your team.”,,13/8/2018,,Cons: Sometimes the tasks can be hard to find. Sometimes emails do not come through.
5634,5634 Asana,Asana,Joni D.,Communications Director,Non-Profit Organization Management,2+ years,5,5,5,4,5,10,“Great Work Management App”,Overall: My experience with Asana has been a great experience. It was recommended to us by someone else and we have been using it since.,12/9/2019,"Pros: I love the ease of Asana. We use it as a staff at my church as our go to for notes, weekly reviews, calendaring and more. Its nice to have it all in one space where we all can access notes and tasks. Also be able to leave notes for others and/or add tasks for you as yourself to complete or need to add one for someone else to do. Very user friendly.",Cons: So far I have not found anything I do not like about it. Its easy to use.
5635,5635 Asana,Asana,Sidharth S.,,Unspecified,2+ years,4,4,4,,,8,“Great project tracking tool”,,10/10/2018,,"Cons: Not made for quick changes as you need enter each sub task to make changes, this makes it hard to make large scale changes in 1 go. Calendar functionality doesnt allow a proper integration or is hard to figure out the integration."
5636,5636 Asana,Asana,Verified Reviewer,,11-50 employees,2+ years,3,4,4,3,3,8,“Have used this software from one of my online clients 2 years ago. It is easy to use and understand.”,Overall: I get to use a different project management tool with every company I join.,23/5/2018,Pros: Easy to use even if you are new to it. The dashboard looks great and looks user friendly. The project names and comments are very useful especially if you have a lot of tasks at hand.,Cons: There are a bits and pieces which are hidden in the UI or maybe it is not accessible to a user. Maybe if these are hidden they will not be confusing to novice.
5637,5637 Asana,Asana,Verified Reviewer,,Broadcast Media,2+ years,4,2,3,4,3,3,"“Asana is simple, but not robust enough to track project completion. ”",,1/8/2018,,Cons: You could not easily view the status of work in progress tasks. There were not % to completion or anything. It was hard to manage the tasks as a result.
5638,5638 Asana,Asana,Verified Reviewer,,Higher Education,2+ years,5,5,5,,,10,“Cannot work without it ”,Overall: This software has revolutionized our research team.,11/9/2019,"Pros: The ability to manage multiple projects seamlessly from 30,000 ft view is essential to our team's productivity. Also great that there is a small business discount.",Cons: There are very few things that have not been helpful from this software. We use it daily. Setting reminders with customizable options for when to signal a notification would be helpful.
5639,5639 Asana,Asana,Verified Reviewer,,Information Technology and Services,2+ years,5,4,5,,5,8,“One of the best project management tools”,,10/10/2018,,Cons: Setting of Asana is a bit complicated and navigation between task is also a thing what you have to learn for a while. But after you are getting familiar with the product there won't be any problem using it.
5640,5640 Asana,Asana,Jamie H.,Software Engineer,Computer Software,2+ years,4,4,5,,,6,“Great project management tools”,,20/5/2018,,Cons: Site is quite JavaScript-heavy and can be slow to load. Can be a bit complex for new users and may not appeal to those who are not project managers.
5641,5641 Asana,Asana,Remus V.,Owner/Speaker/Trainer,Unspecified,2+ years,4,1,3,3,3,2,“Good software made poorly”,Overall: Not many to be frank.,26/7/2018,Pros: I loved the idea behind it. I loved that you can track your progress and sync with team members and be on the same page.,Cons: Way too confusing for me. I feel like there is a lot of bloat features that don't really make sense and can be removed.
5642,5642 Asana,Asana,Verified Reviewer,,Computer Hardware,2+ years,4,3,4,3,4,7,“A good project management tool for the money you pay”,Overall: track project on activities and projects on my team,5/9/2019,"Pros: It looks beautiful, and has all the bells and whistle you would expect from a project management tool that your entire team can use.",Cons: It is hard to navigate at times and requires some time to learn how the app works. Be sure to dedicate some time to learning how to setup and manage your projects/tasks before it's too late!
5643,5643 Asana,Asana,Sarah R.,Project Manager,E-Learning,2+ years,5,5,5,,,9,“Effective Productivity Tool”,,9/10/2018,,Cons: There needs to be a notification option for due date changes.
5644,5644 Asana,Asana,Verified Reviewer,,Unspecified,2+ years,4,3,5,5,,,"“Asana is great, but we switched to Trello”",,16/5/2018,,Cons: The UX was very light and confusing - it was maybe overkill for our simple checklists and collaborations and wanted us to upgrade right away.
5645,5645 Asana,Asana,Fernanda Z.,Customer Service Coordinator,Unspecified,2+ years,5,4,4,4,,,“It is the easiest project management software to use. ”,,25/7/2018,,Cons: The thing I like least about the Asana Software is that the Premium version with more functionalities is expensive for small companies.
5646,5646 Asana,Asana,Verified Reviewer,,Food & Beverages,2+ years,5,5,5,5,5,10,“Get the most of your team”,Overall:,29/8/2019,"Pros: It is a very dynamic tool that allows you to be in control, re-plan and adapt to your context. Provides great reporting information and it is very easy to use",Cons: So far I have not found any limitation worth to highlight other than how security and roles are managed.
5647,5647 Asana,Asana,Verified Reviewer,,Financial Services,2+ years,4,5,4,3,3,8,“Project Management kept simple!”,"Overall: -Previously used a mixture of Trello & Status Hero, but now we've consolidated it all onto Asana.",4/10/2018,Pros: -Simple UI -Easy/Default email alert opt-in for overdue tasks -Reward Graphics (love the unicorn lol) -Nesting/Task trees simplified -Slack integration makes it feel like familiar territory vs. learning how to use an entire new app (new tool vs. new system,"Cons: -Key features don't have tutorials/how-to's, leaving users to figure out how to do certain critical tasks on their own. -Slack intergration could use some work - a little bit obtrusive in the default UI"
5648,5648 Asana,Asana,Gavin L.,Systems Administrator,Mechanical or Industrial Engineering,2+ years,4,3,4,5,4,7,“Used it as a project collaboration and milestone tracking with contractor and 3rd party companies. ”,,11/5/2018,,Cons: Sometimes is difficult to know where should go back to look for information or milestone. The email notification should adjust it if not you will receive an email every time someone post information on the project that you are a member of.
5649,5649 Asana,Asana,Franklin W.,Senior Developer,Unspecified,2+ years,4,5,4,4,5,8,“Very good!!!”,,18/7/2018,,"Cons: When there are a lot of tasks, everything can become confusing. Different options are needed for project views."
5650,5650 Asana,Asana,Emily H.,account manager,Marketing and Advertising,2+ years,5,5,5,5,5,10,“Love Asana”,,28/8/2019,,"Cons: can't think of anything- it's a lot of trial and error when you first start using it, but once you get it down, it'll become your best friend"
5651,5651 Asana,Asana,Sharon R.,Founder,Marketing and Advertising,2+ years,5,5,3,3,5,7,"“Asana, you're in a crowded market but you've got some great PROs”",Overall: There are a ton of options out there like Asana but I like the free option and I continue to use it for day to day tasks or to give myself a break from Trello,3/10/2018,"Pros: Easy to set up, be ready to go in minutes Easy interface to work with Looks nice There's a good free option",Cons: I can't figure out how to nest tasks under (parent child) OR collapse a task list so my jobs at hand look overwhelming :) I'm not sure about cross board/project filtering so I know what to do next
5652,5652 Asana,Asana,Andrew F.,Project Manager,Management Consulting,2+ years,3,4,5,,,8,“Asana Everyday and with Everyone”,Overall: This program has changed the productivity of our office -- and has kept us consistent from project to project by creating and utilizing templates that reflect every step of our management process.,7/5/2018,"Pros: Great visual platform, good organizational structure. Really appeals to those who love to check things off their lists","Cons: Limited Features in the Basic Version, Haven't found a way to make sub-projects within a larger project."
5653,5653 Asana,Asana,Constance S.,Project Manager,Think Tanks,2+ years,4,4,4,4,4,9,"“Easy to use, good for tracking productivity ”","Overall: Project Management has become easier, more organised",17/7/2018,"Pros: Ease of setting up, design, functionality, ability to track, ability for project-specific social communication","Cons: I am actually happy so far with the software and have no complaints about it, please continue with the good work"
5654,5654 Asana,Asana,SaraH D.,Coordinator,Marketing and Advertising,2+ years,5,5,5,,,10,“Awesome tool! ”,,18/8/2019,,"Cons: I love that I can manage huge projects with hundreds of different tasks, and the fact that I can create my own templates."
5655,5655 Asana,Asana,Verified Reviewer,,Real Estate,2+ years,4,3,4,,,6,"“Great, easy to use software”",Overall: I used this for a project at my university. We used to it coordinate group efforts and make sure everyone had a task to do. It kept us organized and helped us divide tasks evenly so everything was done on time.,27/9/2018,"Pros: I liked that all group members could use the calender to add different tasks as well as checking off tasks once they were comlete. It also had a simple, easy to use UI without too many issues.",Cons: The one thing I did not like at first was that sometimes the tasks one member added would not sync to the calendar and be seen by others and it was hard to figure out how to get all members to see it.
5656,5656 Asana,Asana,Verified Reviewer,,Retail,2+ years,5,5,5,5,,,“Easy way to manage projects remotely. ”,,10/4/2018,,"Cons: Takes time to manage the software, however, that's also a pro. Everything is viewable and status is easily reported."
5657,5657 Asana,Asana,Asan A.,IT Coordinator,Computer Software,2+ years,4,4,5,,3,7,"“Good Design, A little bit overpriced.”",Overall: Good for starting a project.,17/7/2018,"Pros: I like the amount of functions available in the app. I like the design of the app very much, it is refreshing. You can work on it easily.","Cons: A little bit overpriced. Maybe the website needs to be a little bit more simple, as it is a little complex."
