General_ID,Piattaforma,User,Lavoro,Settore,Utilizzo_software,ValutazioneComplessiva,Facilita_d_uso,Caratteristiche_funzionalita,Assistenza_Clienti,Rapporto_Qualita_prezzo,Consigliato,titoloReview,Data_Recensione,Commenti,Vantaggi,Svantaggi
5973 Go_To_Meeting,Go_To_Meeting,Kaylee G.,Marketing Coordinator,Gestione di organizzazioni non profit,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Convenient,12/12/2019,This software is very easy to use and is convenient for meeting from remote areas.,I donâ€™t have any complaints about this software.,"I wish there was an option to mute yourself BEFORE the meeting starts. Because we have to mute ourselves during a presentation, I feel that not everyone can see where the mute button is without a trial run."
5974 Go_To_Meeting,Go_To_Meeting,Mallory H.,Psychotherapist,Salute,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Excellent platform!,12/8/2019,I love using GoToMeeting for online webinars!,"Sometimes it took a while to load, but that could have been an internet connecting issue.","I wish there was an option to mute yourself BEFORE the meeting starts. Because we have to mute ourselves during a presentation, I feel that not everyone can see where the mute button is without a trial run."
5975 Go_To_Meeting,Go_To_Meeting,Utente Verificato,CTO & Founding Partner,Software informatici,Più di 2 anni,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,6/10,Good for what it does,12/9/2019,"Nothing stands out to be that much better than other competitors like Zoom, Google, Skype.","Easy to use, simple, doesn't require much of a download to use. It's good for basic meeting functionality.",Connection was ok and quality streaming was ok. Setting up a meeting was kind of annoying but not necessarily difficult.
5976 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Sr. Software Engineer,Servizi e tecnologie dell'informazione,Più di 2 anni,5 /5,5 /5,4 /5,4 /5,4 /5,9/10,Easy to use,5/12/2018,"Ease of use, private chat within group call.",Faced connectivity issue sometimes when using installer but worked fine with web connector.,Connection was ok and quality streaming was ok. Setting up a meeting was kind of annoying but not necessarily difficult.
5977 Go_To_Meeting,Go_To_Meeting,Diane K.,Community Manager,Proprietà  immobiliari,Più di 1 anno,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Great for Companies with Multiple Locations,18/9/2018,"GoToMeeting is great for companies with multiple office locations. It helps with training, troubleshooting, and just making sure all employees are on the same page.",My favorite thing is that people in multiple locations can easily communicate and see the same thing.,Sometimes if the internet is slow the connection will be bad.
5978 Go_To_Meeting,Go_To_Meeting,Alberto C.,Social media manager,Intrattenimento,6-12 mesi,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Useful tool,30/4/2019,Easy to access using multiple devices and from multiple countries,Expensive compared to other options. Cannot think about other cons,Sometimes if the internet is slow the connection will be bad.
5979 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Principal Solution Consultant,Servizi e tecnologie dell'informazione,Prova gratuita,4 /5,5 /5,4 /5,4 /5,4 /5,8/10,Excellent Use for Remote Meeting,28/12/2018,Excellent video conference solution,"With Gotomeeting, you don't need additional hardware or software to launch video conferencing or remote meeting. Just launch available browser from your desktop or application from your mobile apps.",Probably GoToMeeting can offer ad-hoc packages for SMEs
5980 Go_To_Meeting,Go_To_Meeting,Rexford A.,Epidemiologist,Ricerca,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Epidemiologist,9/1/2019,The most effective way to conduct off-site meetings,Cost savings for my company and time savings as well,Lower prices for students will be better
5981 Go_To_Meeting,Go_To_Meeting,Carlos F.,Client Service Representative,Servizi finanziari,1-5 mesi,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,GoToMeeting is an excellent software for online business meetings,1/8/2018,This software allows me to easily set up video conferences with coworkers and clients across the country.,"I like this software because it is easy to set up a meeting and get people to join it. The video quality is excellent, it does not lag, and I can talk and hear clearly. This is a very reliable software which is critical for online meetings.","While this software is great for online video chats, I have found other software to be better at online screen sharing."
5982 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Marketing,Internet,Più di 1 anno,5 /5,5 /5,4 /5,5 /5,5 /5,9/10,Highly recommend it,7/5/2018,"GoToMeeting webinars have all the features that help us run, keep track of, and make good webinars. Everything runs very well, and we've never had any bugs or glitches.","It would be great to be able to share the videos on social media directly from the platfrom, but I have no problems with it.","While this software is great for online video chats, I have found other software to be better at online screen sharing."
5983 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Coder,Salute,1-5 mesi,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,"Great, user friendly.",12/4/2020,I think it works really well esp now with companies now basically all working from home so you can easily have meetings with everyone participating from multiple locations.,"I like that this was very user friendly so anyone can get a login and use it with no issues, even if you are not good with computers or navigating the internet.",I donâ€™t really think that there would be anything that would be that I wonâ€™t like about it. Maybe the cost of it if I was the one paying for it.
5984 Go_To_Meeting,Go_To_Meeting,Joanna K.,Freelance Writer,Intrattenimento,6-12 mesi,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,meet with your team,7/4/2019,"ease of use, across devices. screen sharing is easy.","no cons, really. only time it glitches is if the person's internet is not good.",I donâ€™t really think that there would be anything that would be that I wonâ€™t like about it. Maybe the cost of it if I was the one paying for it.
5985 Go_To_Meeting,Go_To_Meeting,Ben K.,QUALITY,Dispositivi medici,6-12 mesi,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,BRING EVERYONE TOGETHER.,16/7/2019,EASE OF USE AND THE ABILITY TO MERGE MEETINGS EASILY.,"NOTHING, THIS SOFTWARE WORKS TOO WELL.",I donâ€™t really think that there would be anything that would be that I wonâ€™t like about it. Maybe the cost of it if I was the one paying for it.
5986 Go_To_Meeting,Go_To_Meeting,Megan E.,Associate,Gestione di organizzazioni non profit,Più di 2 anni,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,7/10,Serves its purpose,21/8/2018,It is simple to call in via computer as well as using phone audio. No problems thus far with giving or viewing a presentation.,"I had a problem with one meeting's audio cut out completely, no matter if attendees were on their mobile device calling in or computer. I do not believe it was a connection problem as it happened to everyone yet the screen view was still available. However, that has only occurred once thus far out of several meetings.",I donâ€™t really think that there would be anything that would be that I wonâ€™t like about it. Maybe the cost of it if I was the one paying for it.
5987 Go_To_Meeting,Go_To_Meeting,Bruce G.,Controller,Gestione di organizzazioni non profit,6-12 mesi,5 /5,5 /5,4 /5,4 /5,5 /5,9/10,Meeting,27/8/2019,It is very user friendly and the set up instructions were as easy to follow,I do not have any complaints as it was very easy to use.,I donâ€™t really think that there would be anything that would be that I wonâ€™t like about it. Maybe the cost of it if I was the one paying for it.
5988 Go_To_Meeting,Go_To_Meeting,Tahmineh S.,Senior Research Associate,Biotecnologie,1-5 mesi,5 /5,5 /5,4 /5,Nessuna recensione,5 /5,10/10,a good solution for big webinars and meetings,4/8/2020,In general it's a good solution for meetings and webinar. I joined several scientific webinars recently through this platform without facing problems and everything went smooth.,I really like that it comes in Web-Based and Cloud format and you can also use it one your phone. It is useful for a large group meeting or webinars.,I am not sure this is very specific to this software or all the meeting software but when people login with phone and computer it causes a very bad echo
5989 Go_To_Meeting,Go_To_Meeting,Devona S.,Director of Registration and Records,Gestione formativa,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,Easy to use,5/12/2018,Easy to use and convenience makes gotomeeting good. You can use it on any device.,There isn't anything I don't line about gotomeeting.,I am not sure this is very specific to this software or all the meeting software but when people login with phone and computer it causes a very bad echo
5990 Go_To_Meeting,Go_To_Meeting,Peggy H.,Owner,Moda e articoli di abbigliamento,6-12 mesi,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Great Productivity Tool,26/5/2020,"Scheduling group meetings for my business and also meeting with clients. With everything going on now, I'm not able to meet people in person and this works great!",I've used it several times as a coordinator of a meeting and also attended meetings. I found it to be very easy to use and very reliable for group meetings or just one-on-one meetings with clients.,Not really sure that there is anything that I don't like. I find it to be quite useful in my business.
5991 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Group Manager - Process Improvement,Gestione formativa,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,GoToMeeting,11/12/2019,"Ease of use, functionality, ability to record calls - great software for Conf Calls.",Works great and it is very reasonably priced.,Not really sure that there is anything that I don't like. I find it to be quite useful in my business.
5992 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Assistant Property Manager,Proprietà  immobiliari,Più di 1 anno,4 /5,5 /5,4 /5,5 /5,4 /5,9/10,easy way to share a computer screen for a web based meeting,16/1/2018,not having to travel to attend a meeting!,I love that myself and my team do not need to travel to show visuals in a meeting. We can do this from our own desks.,I think that the opening pop up should indicate that the window with the flower that will open at the bottom of the screen is what needs to be open.
5993 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Marketing Manager,Marketing e pubblicità ,Più di 1 anno,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,6/10,Reliable and fairly easy to use,3/12/2019,"Overall a solid solution. I don't use it frequently, but it works.","pretty easy to use, connection seems good, and fairly reliable. Intuitive interface, and usually no problems joining calls.","Have to download software to use it, is really the only drawback. It's not fancy, but it gets the job done."
5994 Go_To_Meeting,Go_To_Meeting,John L.,Tech Support,Dispositivi medici,6-12 mesi,5 /5,5 /5,4 /5,4 /5,4 /5,8/10,User Friendly Software,21/8/2018,Its great!,Its easy to set up and not hard to navigate.,Sometimes there is a lag in in the software.
5995 Go_To_Meeting,Go_To_Meeting,Shawn W.,Mental health,Salute mentale,Prova gratuita,5 /5,5 /5,4 /5,5 /5,5 /5,9/10,Meeting with the doctor,20/9/2020,Great overall experience is perfect it's a great app to work on and do meetings,I liked how clear it is how easy it was to get on and talk to the mental health doctor sound was perfect and visual,I dont have any thing negative to say about this app it was good to go and good to know the doctor showed
5996 Go_To_Meeting,Go_To_Meeting,Angela C.,Teacher,E-learning,Più di 2 anni,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Go to Meeting,14/1/2020,Easy for untrained people to use. Lots of options.,No better than competitors which is surprising since it has been around longer.,I dont have any thing negative to say about this app it was good to go and good to know the doctor showed
5997 Go_To_Meeting,Go_To_Meeting,Erin D.,Trainer,Software informatici,Più di 2 anni,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,Good Software,20/2/2020,I like that it is easy to use and lots of people can participate at once.,Nothing really. Good for meetings and interviewing people.,I dont have any thing negative to say about this app it was good to go and good to know the doctor showed
5998 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Founder,Marketing e pubblicità ,Più di 1 anno,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Video Conference,12/12/2018,"There are a lot of video conference apps out there. GoToMeeting does it all without any ""hiccups"" (like some others have). They make it easy to send out invites, and join via your computer or phone.",I wish there was a free plan so newer businesses could try it out before buying.,I dont have any thing negative to say about this app it was good to go and good to know the doctor showed
5999 Go_To_Meeting,Go_To_Meeting,Denis M.,Digital Marketing Manager,Internet,Più di 2 anni,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Great tool for online meetings,14/2/2019,Intuitive and easy to set up and use software,"Requires installation which is a bit akward these days, also expensive in my opinion",I dont have any thing negative to say about this app it was good to go and good to know the doctor showed
6000 Go_To_Meeting,Go_To_Meeting,Dmitry I.,Ad ops,Editoria,Più di 1 anno,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,5/10,Remote meeting software,26/5/2019,Video chat software for the office that connects multiple parties at once. The free version is easy to use and connects well to audio and video,To run the software there is an install that needs to be downloaded and run every time you connect.,I dont have any thing negative to say about this app it was good to go and good to know the doctor showed
6001 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Grade 4 Teacher,Gestione formativa,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,Nice and light,1/2/2019,Does as advertised. Have used many times for webinars.,Iâ€™d like to see how it works with VOIP as it could be a nice Skype killer.,I dont have any thing negative to say about this app it was good to go and good to know the doctor showed
6002 Go_To_Meeting,Go_To_Meeting,Kaitlyn A.,Threat Monitoring Analyst,Vendita al dettaglio,Più di 1 anno,4 /5,5 /5,4 /5,5 /5,4 /5,8/10,Very useful for team meeting.,3/12/2019,"Very useful when communicating with my team, like this better than zoom meetings.",I think that here is its own call in number so you don't have to use the video or screen sharing every day.,Sometimes it glitches when I am trying to view a video meeting so i have to either refresh my page or log back in.
6003 Go_To_Meeting,Go_To_Meeting,Maria P.,Analista de redes sociales,Marketing e pubblicità ,1-5 mesi,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Work calls,24/9/2019,"I have used it on several occasions to make video calls with multididactic equipment, most of the time it has worked perfectly, only on a couple of occasions it has stopped working because the connection was not so stable.","I liked the ease of connection without major records of the people who would participate. It is an excellent tool for quick calls, work teams with reduced times.",What I liked least is that sometimes the connection may have been somewhat unstable and the tool slowed down too much while connecting again.
6004 Go_To_Meeting,Go_To_Meeting,Ginger S.,Operations Manager/Bookkeeper,Proprietà  immobiliari,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Works great for screen sharing,28/8/2018,Screen sharing for IT communications.,The ease of use is great and doesn't require much setup,There is nothing I like least about this software
6005 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Staff Test Engineer,Dispositivi medici,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,GoToMeeting,11/12/2019,"One of many available meeting software out there, I've had the chance to use it as several other vendors and training companies choose GoToMeeting as their platform of choice. While using it connecting to their scheduled meetings, did not have any issues. Call quality was good, connection to the shared screens of presenters was snappy. In my usage, did not see any specific differentiators from competitors, but functionally worked very well.","Good call quality, viewing of shared materials",No cons while using this software during meetings
6006 Go_To_Meeting,Go_To_Meeting,Andrea M.,Invigilator,Istruzione superiore,1-5 mesi,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Great for online meetings,19/4/2020,"I have been very pleased so far with GoToMeeting, or GTM as we call it.","This is a great software for online meetings. We have have loads of people on at once, the sound is clear, itâ€™s easy to navigate, and itâ€™s also easy to turn the noice down in case you have to do other things in the background.",There isnâ€™t much I can think of. This program has worked great for me so far. If I had to think of one maybe itâ€™s that you canâ€™t file share in the chat.
6007 Go_To_Meeting,Go_To_Meeting,Andrew D.,Assistant Project Manager,Industria edilizia,Più di 1 anno,4 /5,5 /5,4 /5,5 /5,4 /5,8/10,Useful But Doesn't Always Work Properly,22/2/2019,"It can be a pain sometimes, but has worked more often than not and the sound quality is very good when it works. I would recommend it to a friend or business associate.",The sound quality is very good when working properly.,Sometimes the audio will cut out or not work at all. This would happen about 5-10 percent of the time.
6008 Go_To_Meeting,Go_To_Meeting,Rachelle D.,Certified Health Coach,Salute,Più di 2 anni,4 /5,5 /5,4 /5,5 /5,5 /5,10/10,Great meeting software,27/2/2018,This was very user friendly meeting software. Functions are very straightforward.,Probably the cost monthly. Other than that nothing,Sometimes the audio will cut out or not work at all. This would happen about 5-10 percent of the time.
6009 Go_To_Meeting,Go_To_Meeting,Elizabeth C.,"Manager, Talent Acquisition",Trasporti/Trasporto merci/Ferrovie,Più di 2 anni,5 /5,5 /5,4 /5,3 /5,Nessuna recensione,10/10,Collaborative,30/7/2019,The ability to collaborate during a virtual meeting,"Have not used the recording feature, so not sure if and how this feature works",Sometimes the audio will cut out or not work at all. This would happen about 5-10 percent of the time.
6010 Go_To_Meeting,Go_To_Meeting,Kelly K.,Mental Health Therapist,Salute mentale,1-5 mesi,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,GoToMeeting is great for a working therapist!,24/4/2019,"GoToMeeting has saved me hours in not having to travel to a location, and money by being more efficient. I can get more people together regularly to hold important meetings.","GoToMeeting is a great video conferencing software. I like that there is business messaging, there is a meeting assistant feature, share screen option, a meeting, and conference room. The pricing is very affordable.",I would like to see more how-to guides on the many features GoToMeeting offers.
6011 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Chiropractor,Studi medici,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Heavy Use,27/11/2018,This is a standard product all offices should have.,Easy to use and never have ran into a glitch.,Took a while to learn how to use it best.
6012 Go_To_Meeting,Go_To_Meeting,Linda H.,Project Manager,Gestione di organizzazioni non profit,Più di 2 anni,5 /5,5 /5,4 /5,4 /5,Nessuna recensione,10/10,Easy to use,5/12/2018,"Easy to use, can hear well, you can chat, message questions, etc.",At first it was hard to get use to - but now its easy peasy.,Took a while to learn how to use it best.
6013 Go_To_Meeting,Go_To_Meeting,Aj A.,President,Assicurazioni,Più di 2 anni,5 /5,5 /5,4 /5,3 /5,5 /5,10/10,One of the Standards in Remote Meeting Software,12/9/2018,The fact that it can be configured to whatever need you might have.,Sometimes it can be a bit tricky but the set up can be learned.,Took a while to learn how to use it best.
6014 Go_To_Meeting,Go_To_Meeting,Vladyslav B.,Personal Trainer,Salute,6-12 mesi,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,Great For Webinars,5/9/2019,Easy to use. Good quality. Great for viewing webinars,Didn't get a chance to explore all of the features. What I used worked great,Took a while to learn how to use it best.
6015 Go_To_Meeting,Go_To_Meeting,Jennifer T.,Customer service representative,Vendita al dettaglio,Più di 1 anno,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,In the company I work for we use Gotomeeting for all of our monthly communication meetings.,23/7/2018,I love using this for our meetings every month. It makes them go smoothly and quickly.,"Easy to use. No glitches. Always works like it's supposed to, making our meetings go faster with no issues.","I like it, its always easy for everyone to use so we don't have to spend time explaining to newcomers what to do."
6016 Go_To_Meeting,Go_To_Meeting,Nathan D.,Business Development,Software informatici,Più di 1 anno,5 /5,5 /5,4 /5,4 /5,4 /5,8/10,Killer Product,2/1/2019,I love using gotomeeting it always works with good audio quality. I would suggest it to others as well,It's easy to use and pretty intuitive,I
6017 Go_To_Meeting,Go_To_Meeting,Gorkhmaz A.,Environmentalist,Biotecnologie,6-12 mesi,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,You will not delay,3/8/2019,"When someone shares pictures I can pinch to zoom, It is one of the amazing features",It is bad that you can't see all the faces,I
6018 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Consultant,Contabilità ,6-12 mesi,4 /5,5 /5,4 /5,3 /5,3 /5,7/10,Convenient yet Costly,27/8/2019,The use is very convenient and meets purpose.,It's heavy dependence on quality internet making the communication buffer sometimes,I
6019 Go_To_Meeting,Go_To_Meeting,Zach H.,Business Analyst,Trasporto aereo/Aviazione,Più di 1 anno,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,Best of the virtual meeting softwares that I have used,18/7/2019,Gotomeeting is the original and in my opinion is still on top. It is easy to use for hosts and attendees and provides enough features for all of the virtual meetings that I have done. I've never really had any issues with it.,There are no major downsides that I can recall,I
6020 Go_To_Meeting,Go_To_Meeting,Tamar S.,DESIGNER,Macchinari,1-5 mesi,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,Home Office,29/4/2020,"It has been real good, I have tried several different meeting softwares and i like this one","I like the fact that it uses a web browser and that anyone can share their screen or show their faces with a camera, I am working from home so its really useful as a replacement for meetings","There is not something I dont like other than my own internet provider, it can get somewhat complicated to hear the others and make myself heard if my internet gets wonky"
6021 Go_To_Meeting,Go_To_Meeting,Masa N.,Owner,Servizi ai consumatori,Prova gratuita,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,The Standard in Webinars,22/8/2018,Very easy to use. This is the Standard in webinars as it's really plug and play. Quality of the sound/video is very high as well.,"No real draw backs, I've used other webinar providers that felt a lot more clunky so this is a refreshing change.","There is not something I dont like other than my own internet provider, it can get somewhat complicated to hear the others and make myself heard if my internet gets wonky"
6022 Go_To_Meeting,Go_To_Meeting,AndrÃ© C.,Co-propriÃ©taire / Co-owner,Settore automobilistico,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,Excellent,21/2/2019,Very easy to use. This is the Standard in webinars as it's really plug and play. Quality of the sound/video is very high as well.,"No real draw backs, I've used other webinar providers that felt a lot more clunky so this is a refreshing change.","There is not something I dont like other than my own internet provider, it can get somewhat complicated to hear the others and make myself heard if my internet gets wonky"
6023 Go_To_Meeting,Go_To_Meeting,Sarah J.,front office,Salute,Più di 1 anno,4 /5,5 /5,4 /5,4 /5,4 /5,8/10,good meeting and webconferencing software,29/8/2019,"overall, I have had a very pleasant experience. I will absolutely be using it again",i think this program is very simple to use. Easy instructions. also allows for co workers not scheduled to work that day to not miss anything,I did not experience anything that i did not like while using the product
6024 Go_To_Meeting,Go_To_Meeting,Michael B.,IT Manager,Trasporti/Trasporto merci/Ferrovie,Più di 1 anno,4 /5,5 /5,4 /5,Nessuna recensione,3 /5,8/10,good meeting and webconferencing software,29/8/2019,It is easy to setup a meeting as a host and very easy for guests to join.,Can be expensive for hosting large groups regularly,I did not experience anything that i did not like while using the product
6025 Go_To_Meeting,Go_To_Meeting,Julie L.,Brand Strategist,Settore automobilistico,1-5 mesi,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,Good Meeting Platform,16/7/2019,"I have used this software both as a meeting attendee and as a presenter. It has always been smooth. It's easy to share screens and the recording feature is great, especially if you are capturing minutes or need to refer back to something in the meeting. This has been a great solution.","As with any cloud based software, just make sure you have a good internet connection when using it. For the audio, the dial in option can be better than the over the computer option.",I did not experience anything that i did not like while using the product
6026 Go_To_Meeting,Go_To_Meeting,Joe T.,Review of GoTo Meeting,Proprietà  immobiliari,Più di 2 anni,4 /5,5 /5,4 /5,3 /5,3 /5,10/10,Review for Go To Meeting,29/10/2019,When it worked it was good and easy to use.,"The process of the initial set up is confusing with the email, verification process",I did not experience anything that i did not like while using the product
6027 Go_To_Meeting,Go_To_Meeting,Pierre M.,Asset Manager,Proprietà  immobiliari,Prova gratuita,4 /5,5 /5,4 /5,4 /5,4 /5,7/10,Simple Web Conferencing Tool,15/1/2019,Offers a helpful guide to walk users through the platform to become comfortable with GoToMeeting features.,"With a simple user interface, it allows for easy set up of meetings.",To get access to all of the features you must pay for the full version which is expensive.
6028 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Sr. Systems Analyst,Servizi e tecnologie dell'informazione,6-12 mesi,5 /5,5 /5,4 /5,5 /5,3 /5,7/10,GiTo Meeting,12/3/2019,"Ease of use, love how simple to navigate.","Change the UI, some screens can be confusing.",To get access to all of the features you must pay for the full version which is expensive.
6029 Go_To_Meeting,Go_To_Meeting,Jeff G.,Facilities and Technical Projects Manager,Vetro,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,5 /5,8/10,Standard Product,12/12/2018,Easy to use. Most everyone uses it. I like having data and voice separate.,Probably the best product of it's kind out there.,To get access to all of the features you must pay for the full version which is expensive.
6030 Go_To_Meeting,Go_To_Meeting,Sarah D.,Sr. Research Assistant,Ricerca,1-5 mesi,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Great for meetings and screen sharing,12/11/2018,"GoToMeeting provides a great way to interact with people from a variety of locations. When working on a website re-redesign, we were able to use GoToMeeting to screen share and better communicate our vision (as well as edits, feedback, etc).",It works well for virtual meetings and webinars. Fairly simple to use and good costumer service if glitches occur.,"Fairly simple to use, though a bit more expensive than other screen-sharing software (Adobe connect)"
6031 Go_To_Meeting,Go_To_Meeting,Amy R.,Safety,Trasporti/Trasporto merci/Ferrovie,Più di 1 anno,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,The GoTo,19/7/2019,"We use GoTo meetings for remote company meetings, and even for driver training purposes when we can't be at the location. Love it!","Easy to use, easy to navigate, makes holding meetings between our different terminals easy.",Nothing at all. Definitely the way to go when you need to hold remote meetings.
6032 Go_To_Meeting,Go_To_Meeting,Heather H.,Photographer,Artigianato,1-5 mesi,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,5/10,Another option for virtual meetings,10/7/2020,I have used GoToMeeting to attend virtual meetings with in-person hasn't been possible. I didn't have any major issues in using it and it can be a great option or alternative to those looking for something to host virtual meetings.,I like that it is another choice in virtual meetings which is so important right now given the changes due to covid-19,"It isn't quite as user-friendly or seemingly secure as some of the other virtual meeting platforms out there right now, though I haven't used it for long so limited experience."
6033 Go_To_Meeting,Go_To_Meeting,Brandi J.,Operations Manager,Risorse umane,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,3 /5,10/10,Way to GO TO MEETING!,9/10/2018,It is very easy to use!,Ease of use! I love that it is available as an app on my phone!,"Nothing, It has always worked well for me!"
6034 Go_To_Meeting,Go_To_Meeting,Jackie B.,Care Manager,Studi medici,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,Use it monthly,25/2/2019,The ease of scheduling and holding meetings,No major concerns with it. Very happy with our monthly meetings using the platform,"Nothing, It has always worked well for me!"
6035 Go_To_Meeting,Go_To_Meeting,Ricardo R.,Warehouse Manager,Industria farmaceutica,6-12 mesi,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Useful tool,30/4/2019,The ability to have productive meetings with coworkers around the world.,Nothing has been an issue to dislike this program,"Nothing, It has always worked well for me!"
6036 Go_To_Meeting,Go_To_Meeting,Nora R.,Property Manager,Proprietà  immobiliari,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,Connect faster!,15/1/2019,Easily accessible and care free on both ends!,I'd like to see more notifications and ability to interact with the other user.,"Nothing, It has always worked well for me!"
6037 Go_To_Meeting,Go_To_Meeting,Cameron D.,Paid Search Manager,Marketing e pubblicità ,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Great for Video Conference Calls,10/10/2018,"It works well for screen sharing, product demos, and conference calls.",It's very basic and you don't have a lot of options.,"Nothing, It has always worked well for me!"
6038 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Graphic Designer,Design,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,Nessuna recensione,8/10,Easy to use,5/12/2018,The service meets all of my needs when it comes with meeting with a client online and showing them how to work their website. Being able to show them how to work their site remotely is incredible.,It was easy to use. Nice that they offer a free trial.,"As a small business owner, I may not be able to afford the monthly plan"
6039 Go_To_Meeting,Go_To_Meeting,Tracey T.,Controller,Trasporti/Trasporto merci/Ferrovie,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Easy to use,5/12/2018,"It works great, very easy to use and install","Very easy to use, never an issue. Used by many",nothing! I have never had an issue with it
6040 Go_To_Meeting,Go_To_Meeting,Anita B.,CHRO,Ospedali e sistemi sanitari,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,5 /5,10/10,Great for Business Calls,29/4/2019,GoToMeeting makes it easy to set up calls and have meetings on the go.,I really do not dislike anything about GoToMeeting.,nothing! I have never had an issue with it
6041 Go_To_Meeting,Go_To_Meeting,Trevor T.,Mobile Software Developer,Software informatici,Più di 1 anno,5 /5,5 /5,4 /5,5 /5,5 /5,10/10,Excellent option,25/2/2020,"I'm a consultant that works from home, so this helps me stay in contact with clients.",This is definitely the default software solution for remote meetings and screen sharing. It works great.,Nothing specific about GoToMeeting. I just work with several clients and they all use different software.
6042 Go_To_Meeting,Go_To_Meeting,Emanuel W.,Senior UX / UI Designer,Settore automobilistico,6-12 mesi,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,Great tool to share screens,16/7/2019,Great to share your screen computer for the matter of reviewing web products is a handy way to understand changes and critics.,"It a great tool for meetings with people not in the room, you can use a camera as a video source or Share your screen computer, the person talking is highlited so that's nice... Easy to connect and it offers a web service and native apps as well.",It really depends on your bandwidth internet connection and how stable this is.
