,ID_General,Piattaforma,Settore,Utilizzo_software,Consigliato,Data_Recensione,Incovenienti,Lang,bin_y
613,5558 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,06/12/2019,free_version feature kinda difficult first create manage sub_task liked,en,0
614,5560 Asana,Asana,Information Technologies,2+ years,5.0,06/09/2018,constantly asking log accidental drag card trying scroll time,en,0
615,5564 Asana,Asana,Teacher training & Education,2+ years,4.0,01/09/2018,unfortunately steep learning_curve enough payoff small_company wanted buried beneath functionality job onboarding new team found daytoday usage cumbersome,en,0
616,5573 Asana,Asana,Creative Arts & Design,2+ years,6.0,25/10/2018,tedious workflow requires immediate response speed workflow fast number tab must opened arrive task download update forward,en,0
617,5590 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,28/10/2019,free_version come little feature feature either premiumbusiness expensive depending size company,en,0
618,5597 Asana,Asana,Environment & Agricolture,2+ years,5.0,03/10/2018,trying college student faculty working project local agency student couldnt hang nor faculty think deal learn additionally became confusing partner people check know task know mark,en,0
619,5599 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,20/11/2018,found task viewer little limited,en,0
620,560 Asana,Asana,Creative Arts & Design,2+ years,7.0,05/11/2020,joined team already fully running took time adjust workflow hang useful team,en,0
621,5611 Asana,Asana,Recruitment & HR,2+ years,7.0,08/11/2018,application sign cannot attached existing application,en,0
622,564 Asana,Asana,Teacher training & Education,2+ years,7.0,28/05/2020,unlimited nesting subtasks confusing layer made visual thinker hard visualize project timeline project manager requires training implement customizations option seem custom tagging project role,en,0
623,5642 Asana,Asana,Information Technologies,2+ years,7.0,05/09/2019,hard_to_navigate time requires time_to_learn app sure dedicate time learning setup manage projectstasks late,en,0
624,5651 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,03/10/2018,figure nest task parent child collapse task_list job hand look overwhelming sure cross boardproject filtering know next,en,0
625,5655 Asana,Asana,Property & Constructions,2+ years,6.0,27/09/2018,first sometimes task member added sync calendar seen others hard_to_figure member,en,0
626,5657 Asana,Asana,Information Technologies,2+ years,7.0,17/07/2018,little overpriced website little little complex,en,0
627,566 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,09/02/2020,template project free_version set automatic project deadline duplicated project template typically project 3045 day completion time_limit able create project specific template date task autofill x amount day week pain update date task_and_subtasks especially larger project website build,en,0
628,5663 Asana,Asana,Sales,2+ years,5.0,25/09/2018,interface_feel hard_to_navigate project multiple project overall wish interface streamlined easier find looking quickly,en,0
629,5675 Asana,Asana,Healthcare,2+ years,5.0,18/09/2018,take_time whole_team involed launch totally worth,en,0
630,5679 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,06/09/2018,intuitive still take_time figure feature around,en,0
631,5693 Asana,Asana,Information Technologies,2+ years,7.0,11/06/2018,standpoint leaf_desired seem intuitive numerous time_tried fumble around order able something thought always ended successful time wasted googling answer,en,0
632,5718 Asana,Asana,Healthcare,2+ years,7.0,12/04/2019,learning_curve aware task public sending task vacuum,en,0
633,5722 Asana,Asana,Enginering & Manufactoring,2+ years,6.0,03/04/2019,feature know sure able learn advanced_feature could_add planning group,en,0
634,5733 Asana,Asana,Teacher training & Education,2+ years,7.0,20/02/2018,,en,0
635,5752 Asana,Asana,Creative Arts & Design,2+ years,7.0,06/12/2016,autopopulate new_task date,en,0
636,5777 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,26/01/2019,limited free_version_limited integration,en,0
637,5781 Asana,Asana,Creative Arts & Design,2+ years,4.0,28/03/2018,functionality pay extra customization_option wasnt impressed,en,0
638,5782 Asana,Asana,Information Technologies,2+ years,7.0,15/09/2016,struggling find easier prioritization task organizing project flow oppose list task,en,0
639,5785 Asana,Asana,Teacher training & Education,2+ years,,17/03/2016,assigning functionality time keeper,en,0
640,5788 Asana,Asana,"Business, Consulting & Management",2+ years,,11/09/2015,wish_i_could set date email default task date assigned viewed task wouldnt lost since date appear ability sort date still missing android,en,0
641,5789 Asana,Asana,Information Technologies,2+ years,7.0,17/01/2019,wish_i_could switch task kanban project view,en,0
642,5800 Asana,Asana,Enginering & Manufactoring,2+ years,6.0,08/10/2020,wasnt game changer convenient usable memorable,en,0
643,5806 Asana,Asana,Information Technologies,2+ years,7.0,23/09/2020,compared atlassian suite smooth integration documentation ie jira confluence,en,0
644,5814 Asana,Asana,Information Technologies,2+ years,7.0,08/08/2017,feel trying tackle provides clear direction take setting task_management throw top design app feel stitched together color match link small creating new_task feel weird intuitive,en,0
645,5819 Asana,Asana,Retail,2+ years,7.0,05/12/2018,function feature id project_management ability flexible project type saved project,en,0
646,5839 Asana,Asana,Enginering & Manufactoring,2+ years,6.0,22/12/2019,sharing_file document team take_time upload download file,en,0
647,5851 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,06/12/2019,basic liking prefer utilizing various functionality improve workflow helping member_team getting task_assigned efficient manner,en,0
648,5854 Asana,Asana,Law & Security,2+ years,7.0,03/12/2019,relevant feature needed specific feature time either unavailable hard_to_find,en,0
649,5856 Asana,Asana,Information Technologies,2+ years,,26/02/2016,manage taskssubtasks system better example could show subtasks indented parent task youre_looking full task_list,en,0
650,5859 Asana,Asana,Enginering & Manufactoring,2+ years,,14/01/2016,mess project everybody follow creating task_project product expensive per seat add difficult_to_understand little_annoying product miss chat app,en,0
651,5860 Asana,Asana,Teacher training & Education,2+ years,7.0,29/11/2019,find workarounds eg week canvas free_version thats okay,en,0
652,5861 Asana,Asana,Hospitality & Event Managements,2+ years,6.0,30/10/2018,liked_least project_management solution often take_long set project maintain aspect task take_time away working actual project sometimes seems double workload difficult balance wellorganized adding extra task,en,0
653,5876 Asana,Asana,Healthcare,2+ years,5.0,16/10/2018,team lead impersonal based communication layer left saying assigned part almost started treating human tone became passive aggressive overwhelming fast hard discern small_team involve minor player project getting inundated notification fish notification detail needed actually,en,0
654,5881 Asana,Asana,Retail,2+ years,7.0,06/10/2019,beginning feel overwhelming since learn feel confident learning_curve smoothly help task,en,0
655,5882 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,13/10/2018,must watch tutorial fairly timeconsuming time task content difficult locate quickly section subsection project name,en,0
656,5889 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,20/10/2020,notification action via_email clear often confusing limit 15 people free difficult small_company adhere,en,0
657,5911 Asana,Asana,"Accountancy, Banking & Finance",2+ years,6.0,30/05/2019,price kept rising losing feature_better offered higher price,en,0
658,5919 Asana,Asana,Creative Arts & Design,2+ years,5.0,09/06/2020,honestly confusing breakdown option find almost information find,en,0
659,5920 Asana,Asana,Creative Arts & Design,2+ years,7.0,21/04/2019,wish built regular crmproject management,en,0
660,5923 Asana,Asana,Teacher training & Education,2+ years,7.0,13/04/2019,oftentimes mobile_application sync properly cause input information via web_version,en,0
661,5925 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,02/04/2020,wish free_version came training helpful play around figure,en,0
662,5931 Asana,Asana,Teacher training & Education,2+ years,7.0,03/01/2020,android_app little outdated missing_feature wouldnt recommend team bigger 5,en,0
663,5949 Asana,Asana,Science & Pharmaceutical,2+ years,0.0,11/11/2019,unprofessional customer_service provide partial response question call conference sent day call conference come_back response unanswered question follow real assistance install pm plateform definetly recommend waste time team,en,0
664,5955 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,02/11/2019,cluttered quickly organized brain maintenance involved know past project,en,0
665,5957 Asana,Asana,Media & Internet,2+ years,7.0,19/06/2018,time become little bloated feature lost started personal task board project_task board confusing assigning_task board favorited navigation become confusing opinion,en,0
666,5959 Asana,Asana,Teacher training & Education,2+ years,7.0,12/02/2019,search task app seamless calendar integration prime objective sync immediate,en,0
667,5962 Asana,Asana,Charity & Voluntary Work,2+ years,6.0,31/01/2019,prioritization project challenging type flow chart help better large project,en,0
668,597 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,03/11/2016,security better separation member various team ability owner allow member v automatic entry based email_address,en,0
669,5970 Asana,Asana,Information Technologies,2+ years,6.0,08/10/2019,often clutter interface care project interface littered entire marketing team project relevant part hard bird eye view responsible entire marketing team responsible,en,0
670,5971 Asana,Asana,Retail,2+ years,7.0,08/01/2019,slightly confusing_at_first set date project adding people organization project team,en,0
671,6000 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,11/09/2019,somehow could_find compared step took 12 click away helpful,en,0
672,6003 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,27/08/2019,sometimes messy cluttered properly set maintained regarding management organization,en,0
673,6015 Asana,Asana,"Accountancy, Banking & Finance",2+ years,7.0,01/08/2019,assign person task always select single,en,0
674,6031 Asana,Asana,Media & Internet,2+ years,7.0,30/07/2018,sometimes lost trying_to_find main task first recent comment team search feature kinda confused opinion designer improve image visual animation interactive tutorial understanding,en,0
675,6056 Asana,Asana,Information Technologies,2+ years,7.0,06/12/2016,think missing view progress towards set project_task assign_task productivity analysis,en,0
676,6060 Asana,Asana,Healthcare,2+ years,6.0,16/04/2019,userfriendly little overly complicated,en,0
677,6066 Asana,Asana,Information Technologies,2+ years,7.0,04/04/2019,different channel project view intuitive switch detail view email totally default view logged,en,0
678,6087 Asana,Asana,Information Technologies,2+ years,6.0,13/03/2019,1 think slow 2 link icon screen sometimes difficult_to_find something 3 hard_to_find something dashboard,en,0
679,6092 Asana,Asana,Media & Internet,2+ years,7.0,03/11/2016,ability show task across multiple day,en,0
680,6097 Asana,Asana,Property & Constructions,2+ years,1.0,15/08/2017,feature obvious sometimes dig figure manipulate task_list,en,0
681,6102 Asana,Asana,Information Technologies,2+ years,7.0,20/02/2019,gui messy could imporevemnts showing people,en,0
682,6112 Asana,Asana,Energy & Utilities,2+ years,4.0,26/12/2016,moving task recent decision remove feature wonder else remove adding new support canned response client contact email improvement send request customer sign email threading client staff step easier send_email outside,en,0
683,6123 Asana,Asana,Sales,2+ years,6.0,22/01/2019,bug project check item complete entire item including attachment note disappears cannot back already completed project wish comment section better calendar,en,0
684,6142 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,17/09/2020,definitely learning_curve trying base level could feel_could,en,0
685,6152 Asana,Asana,Information Technologies,2+ years,0.0,03/04/2020,confusing change support abysmal,en,0
686,6155 Asana,Asana,"Accountancy, Banking & Finance",2+ years,5.0,05/03/2020,main desktop_app macpc hinders workflow access web every_time notification come desktop_app interface difficult_to_understand actually task outstanding since different bucket team helpful place presented organized fashion ability prioritize noticed interface hasnt changed year could updating,en,0
687,6160 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,07/04/2020,wish wasnt based middle small medium team size pay expensive plan,en,0
688,6172 Asana,Asana,Hospitality & Event Managements,2+ years,7.0,09/01/2020,id prefer could assign_task multiple_people opposed easier person responsible task,en,0
689,6182 Asana,Asana,Information Technologies,2+ years,6.0,26/11/2019,actually kanbanone think_better metric havent three year_ago,en,0
690,6183 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,17/10/2019,take_some_time set upbut generally pretty major complaint product overall,en,0
691,6188 Asana,Asana,Property & Constructions,2+ years,7.0,23/10/2019,feature limited task_management feel better area customer_support,en,0
692,6190 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,07/10/2019,cannot apply bullet point format published comment editing published updatecomment hassle sometimes,en,0
693,6194 Asana,Asana,Creative Arts & Design,2+ years,5.0,29/09/2019,kind task manage decided switched something technical,en,0
694,6198 Asana,Asana,Retail,2+ years,0.0,17/09/2019,overly complicated task setting application ended complete mess impossible rectify support useless ended canceling,en,0
695,6200 Asana,Asana,"Leisure, sport & Turism",2+ years,7.0,13/09/2019,least able change better view customize view,en,0
696,6202 Asana,Asana,Retail,2+ years,5.0,03/09/2019,found hard organize data find,en,0
697,621 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,15/05/2019,feel specific templatesformat geared toward creative teamsprojects review capability recently robust adapted across several lob workflow overly customizable,en,0
698,6216 Asana,Asana,Retail,2+ years,5.0,03/06/2019,piece complicated navigation layout wanting someone forced probably probably change new,en,0
699,6229 Asana,Asana,Media & Internet,2+ years,7.0,03/04/2019,inclusion premium feature tabssections free_version add unwanted element kanban style view project give better overview,en,0
700,6239 Asana,Asana,Information Technologies,2+ years,7.0,11/03/2019,sometimes switching stage another lead miss understand design design compatible,en,0
701,6244 Asana,Asana,Information Technologies,2+ years,7.0,05/03/2019,mobile improvement experience,en,0
702,6248 Asana,Asana,Teacher training & Education,2+ years,6.0,19/02/2019,resort task date time log recurring_task show calendar future recurrence next series,en,0
703,6250 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,15/02/2019,mentioned free_version seem offer feature,en,0
704,6270 Asana,Asana,Teacher training & Education,2+ years,6.0,21/12/2018,require basic task_management probably product slightly expensive solution offer le_feature,en,0
705,6280 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,20/11/2018,pricing model 5 minimum turn inability export organizational workspace personal_account bothersome frustrating,en,0
706,6292 Asana,Asana,Creative Arts & Design,2+ years,5.0,26/09/2018,learning_curve time know workflow still easier jira,en,0
707,630 Asana,Asana,Teacher training & Education,2+ years,7.0,21/09/2018,bombarded notification manager oversees project hard highlevel sense employee able accomplish stuck weed microtasks,en,0
708,6310 Asana,Asana,Retail,2+ years,7.0,02/07/2018,last update came difficult_to_find needed people licence find_something else cheaper,en,0
709,6322 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,12/04/2018,think_could_do_better term allowing set category column board category cut across,en,0
710,6358 Asana,Asana,Enginering & Manufactoring,2+ years,,18/07/2015,wish_i_could ability heading heading task_list milestone installation hvac plumbing piping billing 50 75 retainage closeout doc warranty oms ocip gc request inspection request,en,0
711,6360 Asana,Asana,"Leisure, sport & Turism",2+ years,7.0,20/10/2020,premium_version feature basic version expected deal breaker though,en,0
712,6364 Asana,Asana,Property & Constructions,2+ years,6.0,22/09/2020,learning_curve come figuring utilize feature fullest extent,en,0
713,6367 Asana,Asana,Enginering & Manufactoring,2+ years,7.0,22/08/2020,took employee engage app apps daily basis solution includes chat_feature,en,0
714,6372 Asana,Asana,"Accountancy, Banking & Finance",2+ years,7.0,24/06/2020,team heavily structure become complex confusing every day otherwise forget project linked,en,0
715,6375 Asana,Asana,Information Technologies,2+ years,5.0,31/05/2020,think potential something greater already know discontinued havent received call email representative asking telling missing,en,0
716,6378 Asana,Asana,Teacher training & Education,2+ years,7.0,01/05/2020,sometimes difficult_to_understand task_assigned section refined better,en,0
717,6384 Asana,Asana,Creative Arts & Design,2+ years,5.0,11/12/2019,personally find function clear especially accidentally clicked finish bottom project disappeared find finished project sure premium member interface little_confusing take_a_long_time find team_member feel barely,en,0
718,6390 Asana,Asana,Property & Constructions,2+ years,7.0,12/11/2019,burdensome keep back keep updating task added time,en,0
719,6397 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,03/10/2019,security_feature email functionality wished chrome_extension better,en,0
720,6414 Asana,Asana,Creative Arts & Design,2+ years,6.0,27/06/2019,sometimes_feel sluggish unresponsive compared basecamp trello hierarchy project organization confusing time,en,0
721,6418 Asana,Asana,Teacher training & Education,2+ years,6.0,22/05/2019,intuitive team always ended sticking notebook manual list text_message found hard_to_navigate attracted,en,0
722,6430 Asana,Asana,Science & Pharmaceutical,2+ years,5.0,26/03/2019,could become employee forget update status expensive team grows certain size since charge per,en,0
723,6433 Asana,Asana,Media & Internet,2+ years,7.0,22/02/2019,time little busy able clearly distinguish happen,en,0
724,6436 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,06/02/2019,prefer trellos visual cardbased system task duplicate keeping checklist intact,en,0
725,6443 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,02/01/2019,took try understand could app since multiple,en,0
726,6453 Asana,Asana,Media & Internet,2+ years,5.0,29/11/2018,lacking complicated workflow creation nearly suited development task manager jira jira tie task git branch display commits keep_track task time_tracking better project manager feature,en,0
727,6455 Asana,Asana,Creative Arts & Design,2+ years,6.0,27/11/2018,project dashboard wasnt intuitive feel wasted space,en,0
728,6499 Asana,Asana,Charity & Voluntary Work,2+ years,,10/04/2018,seem integrate easily outlook mail taskscalendars time revert back relying email,en,0
729,6527 Asana,Asana,Media & Internet,2+ years,,06/12/2016,hard_to_find item search powerful task_and_subtasks look almost exact sub_task live task multiple project,en,0
730,6533 Asana,Asana,Healthcare,2+ years,6.0,04/11/2016,expensive occasional guest,en,0
731,6536 Asana,Asana,Retail,2+ years,7.0,03/11/2016,copypaste hotkeys action tricky,en,0
732,6540 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,03/11/2016,confusing start hard explain newstarters learn sure ton function know,en,0
733,6548 Asana,Asana,Charity & Voluntary Work,2+ years,,21/12/2015,gui handle somewhat overwhelming new suggest making clearer personal_business dashboard,en,0
734,6556 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,14/07/2020,interface require time fully understood categorization task enough visually understandable tag color,en,0
735,6557 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,06/07/2020,personally vry subjective competition daily basis somehow,en,0
736,6558 Asana,Asana,"Marketing, Advertising & PR",2+ years,5.0,13/05/2020,free_version limited_number feature adjustable functionsfree limited 15 teammate timeline view truly upgrade least business level customize field true admin console least upgrade premium free_version give taste okay small_team small project,en,0
737,6599 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,29/05/2019,implemented partner trying insight report back wasnt ideal text little functionality feel different emailing back_and_forth,en,0
738,6642 Asana,Asana,Enginering & Manufactoring,2+ years,6.0,04/12/2018,although portal functionality extremely limited advent slack seems lagging behind,en,0
739,6650 Asana,Asana,Information Technologies,2+ years,7.0,26/10/2018,sometimes click reach youre_looking something could_improve,en,0
740,6662 Asana,Asana,Media & Internet,2+ years,5.0,03/10/2018,fit technical side team pasting code snippet defect tracking choice either feel designer project manager miss replace jira bugzilla integrate github code snippet pasting syntax highlighting,en,0
741,6695 Asana,Asana,Creative Arts & Design,2+ years,5.0,14/03/2018,could_be_a_little faster browser itd desktop_app offline syncing,en,0
742,6713 Asana,Asana,Information Technologies,2+ years,7.0,11/08/2017,allow change view project creating,en,0
743,6714 Asana,Asana,Creative Arts & Design,2+ years,7.0,11/08/2017,interface figure change split screen layout full_screen find edit comment,en,0
744,6737 Asana,Asana,Information Technologies,2+ years,,15/03/2016,pretty significant glitch found freeze sometimes chrome wont able click anything ill switch mobile slight inconvenience shouldnt happen easytounderstand useful group size capacity,en,0
745,6738 Asana,Asana,Science & Pharmaceutical,2+ years,,10/12/2015,constantly updatingupgrading feature_set,en,0
746,6739 Asana,Asana,Media & Internet,2+ years,,13/07/2015,unless team_member 100 committed hard client mean replicating communication another channel,en,0
747,6742 Asana,Asana,Property & Constructions,2+ years,6.0,12/10/2020,product trello time_tracking form add power ups function seem add big benefit cost tracking client charging,en,0
748,6750 Asana,Asana,"Accountancy, Banking & Finance",2+ years,5.0,16/06/2020,feature clunky intuitive still figure think faily obvious,en,0
749,6751 Asana,Asana,Charity & Voluntary Work,2+ years,6.0,27/05/2020,learning_curve especially setting trying create template time_consuming front definitely save time long run,en,0
750,6753 Asana,Asana,"Accountancy, Banking & Finance",2+ years,6.0,11/04/2020,lack place chat google_hangout delay communication involved project little,en,0
751,6754 Asana,Asana,Teacher training & Education,2+ years,7.0,10/04/2020,began tired frequency notification email generated discovered adjust notification level,en,0
752,6764 Asana,Asana,Information Technologies,2+ years,7.0,02/11/2019,smaller team costly compare price system comparable feature expensive,en,0
753,6765 Asana,Asana,Information Technologies,2+ years,3.0,29/10/2019,icon small task hard around finding closed task pain unless know exact name pretty visually,en,0
754,6769 Asana,Asana,Transports Logistics,2+ years,6.0,25/09/2019,little_hard beginning take_time understand feature,en,0
755,678 Asana,Asana,Creative Arts & Design,2+ years,7.0,24/07/2019,wish_could adjust aspect project command key stroke sending email project email opposed listed comment,en,0
756,6823 Asana,Asana,Information Technologies,2+ years,7.0,06/11/2018,form task creation confusing limited_number pricing correlated,en,0
757,6826 Asana,Asana,Teacher training & Education,2+ years,7.0,02/11/2018,felt intuitive,en,0
758,6829 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,16/10/2018,unfortunately everyone took advantage different_feature spend time upload share project working,en,0
759,6874 Asana,Asana,Information Technologies,2+ years,7.0,21/12/2017,sure team page function product flexible helpful hurtful people try differently integration consultant help,en,0
760,6884 Asana,Asana,"Accountancy, Banking & Finance",2+ years,,31/01/2017,limited visibility sorting function automatically sort according date,en,0
761,6886 Asana,Asana,Information Technologies,2+ years,7.0,06/01/2017,setup create bug report,en,0
762,6888 Asana,Asana,"Accountancy, Banking & Finance",2+ years,6.0,06/12/2016,lack detailed project planning capability task duration dependency resource requirement,en,0
763,690 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,26/11/2018,take learn every feature requires someone already knowledge guide team_member lack quick communication channel mentioning email,en,0
764,6905 Asana,Asana,Creative Arts & Design,2+ years,,12/11/2015,myinbox tab helpful cannot assign team project person,en,0
765,6912 Asana,Asana,Enginering & Manufactoring,2+ years,6.0,29/07/2020,think pricing basic thats free fit premium high price per team cost,en,0
766,6917 Asana,Asana,Creative Arts & Design,2+ years,7.0,21/04/2020,freemium model think free tier complete always sold premium_version,en,0
767,6918 Asana,Asana,Teacher training & Education,2+ years,0.0,02/04/2020,task could accomplished shared checklist little ended feature,en,0
768,6920 Asana,Asana,"Leisure, sport & Turism",2+ years,7.0,03/03/2020,seems enough know wasnt navigate project_task term organization,en,0
769,6927 Asana,Asana,Retail,2+ years,5.0,03/12/2019,human nature making sure team utilitzing keeping uptodate,en,0
770,6932 Asana,Asana,"Business, Consulting & Management",2+ years,6.0,19/10/2019,lack active time tracker incorporates pomodore focusing task,en,0
771,6933 Asana,Asana,Transports Logistics,2+ years,7.0,15/10/2019,sometimes clunky requires manual organization id task moveable section overall tracking long_term short term project,en,0
772,6938 Asana,Asana,Information Technologies,2+ years,7.0,01/10/2019,sometimes lost subsubsub task confusing track back original task,en,0
773,6939 Asana,Asana,"Leisure, sport & Turism",2+ years,4.0,29/07/2019,difficult team thus wasnt useful although friendly still take_time write every_single step team_member follow least team,en,0
774,6942 Asana,Asana,Information Technologies,2+ years,7.0,18/07/2019,found hard_to_find old task among others,en,0
775,6979 Asana,Asana,Retail,2+ years,7.0,18/12/2018,sometimes mobile_app crash wasting valuable time reboot,en,0
776,6997 Asana,Asana,Law & Security,2+ years,6.0,09/10/2018,locationbased reminder already 2 task_management system skedpal third todoist keep locationbased reminder,en,0
777,7001 Asana,Asana,Information Technologies,2+ years,7.0,26/09/2018,awesome product notably increased productivity accountability,en,0
778,7005 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,06/09/2018,intuitive onboarding staff little_confusing group board together access simply list board lefthand side screen overall feel app_could benefit streamlined design intuitive understand likely,en,0
779,7009 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,15/08/2018,difficult access completed task find entering new_task intuitive keep organized thats preferencethought process staying top bet people,en,0
780,7042 Asana,Asana,Information Technologies,2+ years,7.0,10/11/2016,priority lack usefulness hourminute option date,en,0
781,7054 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,03/11/2016,unlimited knowledge cost twice basecamp unlimited,en,0
782,7063 Asana,Asana,Media & Internet,2+ years,7.0,22/09/2020,custom field support cannot export data basic plan custom branding basic plan,en,0
783,7065 Asana,Asana,Teacher training & Education,2+ years,6.0,06/08/2020,tried conversation feature_could figure indicate permanently remove continued appear hard_to_keep track frustrating task order according priorityi manually move around,en,0
784,7068 Asana,Asana,"Accountancy, Banking & Finance",2+ years,7.0,25/06/2020,disliked access portfolio member_team could view portfolio edit upgrade whole_team,en,0
785,707 Asana,Asana,Enginering & Manufactoring,2+ years,7.0,13/04/2020,hope could provide feature insight trend free_version still okay general insight,en,0
786,7072 Asana,Asana,"Accountancy, Banking & Finance",2+ years,6.0,10/04/2020,little_difficult interface_intuitive feature,en,0
787,7073 Asana,Asana,Property & Constructions,2+ years,7.0,09/04/2020,task_assigned project hard_to_find searching project title hard drop manually start typing project name difficult_set project time_consuming,en,0
788,7075 Asana,Asana,"Accountancy, Banking & Finance",2+ years,4.0,07/04/2020,cost_money pay per think ridiculous,en,0
789,7076 Asana,Asana,Retail,2+ years,7.0,06/04/2020,reporting dashboard management clunky side basic interface overall still pretty friendly,en,0
790,7081 Asana,Asana,"Leisure, sport & Turism",2+ years,7.0,07/01/2020,feature intuitive compared resource little training thats required,en,0
791,7084 Asana,Asana,Recruitment & HR,2+ years,7.0,03/12/2019,hard build workflow someone working email outlook gmail specific application found took_some_time remember check actually move task v historically kept,en,0
792,7103 Asana,Asana,Information Technologies,2+ years,5.0,23/08/2019,take time_to_load mobile fine desktop complex feature inbuilt hard_to_understand,en,0
793,7107 Asana,Asana,Teacher training & Education,2+ years,3.0,16/07/2019,overwhelming require significant investment enter data integrate jira either,en,0
794,7108 Asana,Asana,"Business, Consulting & Management",2+ years,7.0,16/07/2019,think anything clean invasive anything taste side app main app communication tasking think ok,en,0
795,7120 Asana,Asana,Property & Constructions,2+ years,6.0,16/04/2019,time_consuming keep distracting employee time waste message info sent,en,0
796,714 Asana,Asana,Media & Internet,2+ years,4.0,20/11/2019,recent_update negative positive theyve removed functionality mobile_app made complicated categorize delete category removed keyboard shortcut took something working made clunky,en,0
797,7142 Asana,Asana,"Marketing, Advertising & PR",2+ years,7.0,09/01/2019,least click add new project board view seems could streamlined,en,0
798,7151 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,04/12/2018,integrate system,en,0
799,7154 Asana,Asana,Retail,2+ years,6.0,20/11/2018,lost bucket task,en,0
800,716 Asana,Asana,Media & Internet,2+ years,1.0,08/10/2019,customer_support slow helpful reply happened 2 3 day later automatic charge disputed detail able cancel service however kept money towards future fast customer centric service,en,0
801,7171 Asana,Asana,Teacher training & Education,2+ years,7.0,05/09/2018,integration_with_google calendar hubspot,en,0
802,72 Asana,Asana,Information Technologies,2+ years,7.0,11/09/2018,1 take_some_time learn feature product feature requires someone already knowledge able guide team_member struggle specific feature dashboard communication 2 inbuilt instant messagingchat feature chat instantly team mate although option integrate functionality 3 detail added taking away slightly overall_experience,en,0
803,739 Asana,Asana,Teacher training & Education,2+ years,,08/08/2017,think_could find integrate email inbox itd nirvana forward email,en,0
804,75 Asana,Asana,Media & Internet,2+ years,7.0,10/08/2018,chat around project however notification new_message attention email nostop realize someone written conversationchat element near useless message keep project information place notify associated colleague whats_app pending time sensitive message frustrating handful element le could_add task date time receive overt chime popup notification time must constantly checking email inefficient numerous project employee email coming throughout day additionally cannot designate default assign person particular taskproject list brought time passing real resolution frustrating element,en,0
805,751 Asana,Asana,Property & Constructions,2+ years,6.0,24/03/2020,sometimes fairly difficult_to_find able link task piece keep_track feel overall somewhat le intuitive agile past,en,0
806,754 Asana,Asana,Charity & Voluntary Work,2+ years,7.0,31/01/2020,little learning_curve took_a_little create right workflow everyone trained,en,0
807,759 Asana,Asana,"Marketing, Advertising & PR",2+ years,6.0,04/10/2019,sophisticated reporting organization groupfriendly,en,0
808,777 Asana,Asana,"Leisure, sport & Turism",2+ years,6.0,15/01/2019,organize view numerical order name project date move order belong manually easier look could folder project could consolidate better easier look,en,0
809,778 Asana,Asana,Retail,2+ years,7.0,02/01/2019,desire change app wish free_version account business home realized apps feature free_version,en,0
810,811 Asana,Asana,Energy & Utilities,2+ years,7.0,30/03/2020,robust project_management tested designed interface still help grasping understanding quickly decrease functionality customizability project_management,en,0
811,875 Asana,Asana,Teacher training & Education,2+ years,7.0,19/05/2020,help able assign individual task subtasks feature date show calendar timeline,en,0
812,881 Asana,Asana,Teacher training & Education,2+ years,7.0,16/11/2019,search complete mess know still waste time_trying find wait thats better looking throughout dozen crammed task endlessly amount information stimulus screen big wear,en,0
813,9 Asana,Asana,Information Technologies,2+ years,5.0,04/08/2020,force expensive seat order assign_task team_member important interested visibility task cost full seat heavy userteam leader,en,0
